repeat,spearman_vs_full,highest_risk_node,top5_jaccard_vs_full,top5_overlap_vs_full,top10_jaccard_vs_full,top10_overlap_vs_full,top20_jaccard_vs_full,top20_overlap_vs_full
204,0.7957252466203873,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
205,0.7824990865911583,0,0.6666666666666666,0.8,0.5384615384615384,0.7,0.5384615384615384,0.7
206,0.8229082937522835,0,0.6666666666666666,0.8,0.5384615384615384,0.7,0.5384615384615384,0.7
207,0.7821337230544393,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.5384615384615384,0.7
208,0.8301790281329925,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
209,0.8378881987577641,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6,0.75
210,0.8550602849835588,0,0.25,0.4,0.5384615384615384,0.7,0.6,0.75
211,0.7454146876141762,0,0.42857142857142855,0.6,0.3333333333333333,0.5,0.48148148148148145,0.65
212,0.8411764705882354,0,0.25,0.4,0.25,0.4,0.6,0.75
213,0.8502009499451956,0,0.6666666666666666,0.8,0.3333333333333333,0.5,0.6666666666666666,0.8
214,0.8499086591158204,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6666666666666666,0.8
215,0.7210814760686884,0,0.25,0.4,0.42857142857142855,0.6,0.42857142857142855,0.6
216,0.7956521739130435,0,0.25,0.4,0.25,0.4,0.3793103448275862,0.55
217,0.7562294483010596,0,0.25,0.4,0.5384615384615384,0.7,0.48148148148148145,0.65
218,0.8097917427840703,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6,0.75
219,0.807270734380709,0,0.6666666666666666,0.8,0.6666666666666666,0.8,0.6666666666666666,0.8
220,0.7929484837413228,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.42857142857142855,0.6
221,0.8116185604676655,0,0.1111111111111111,0.2,0.42857142857142855,0.6,0.6,0.75
222,0.8247351114358787,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6666666666666666,0.8
223,0.8548045305078553,0,0.25,0.4,0.5384615384615384,0.7,0.48148148148148145,0.65
224,0.8191815856777493,0,0.42857142857142855,0.6,0.3333333333333333,0.5,0.6,0.75
225,0.8434051881622213,0,0.6666666666666666,0.8,0.3333333333333333,0.5,0.6,0.75
226,0.870113262696383,0,0.6666666666666666,0.8,0.42857142857142855,0.6,0.6,0.75
227,0.8238217025940812,33,0.42857142857142855,0.6,0.3333333333333333,0.5,0.6,0.75
228,0.7312020460358057,0,0.42857142857142855,0.6,0.6666666666666666,0.8,0.48148148148148145,0.65
229,0.8436609426379248,0,0.25,0.4,0.5384615384615384,0.7,0.48148148148148145,0.65
230,0.7969674826452321,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6,0.75
231,0.8257215929850202,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.5384615384615384,0.7
232,0.808695652173913,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
233,0.8207891852393133,0,0.1111111111111111,0.2,0.5384615384615384,0.7,0.6666666666666666,0.8
234,0.8374497625137013,0,0.42857142857142855,0.6,0.6666666666666666,0.8,0.7391304347826086,0.85
235,0.8236024844720498,63,0.25,0.4,0.3333333333333333,0.5,0.48148148148148145,0.65
236,0.8109243697478992,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6666666666666666,0.8
237,0.7917427840701499,63,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6,0.75
238,0.7371940080379978,0,0.25,0.4,0.42857142857142855,0.6,0.6,0.75
239,0.8029229082937525,0,0.25,0.4,0.3333333333333333,0.5,0.6,0.75
240,0.8208987943003291,0,0.25,0.4,0.42857142857142855,0.6,0.42857142857142855,0.6
241,0.7616733649981733,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.48148148148148145,0.65
242,0.8227986846912679,0,0.25,0.4,0.42857142857142855,0.6,0.6,0.75
243,0.7989769820971867,0,0.25,0.4,0.6666666666666666,0.8,0.5384615384615384,0.7
244,0.8465838509316772,0,0.6666666666666666,0.8,0.6666666666666666,0.8,0.6666666666666666,0.8
245,0.8143587869930581,0,0.6666666666666666,0.8,0.3333333333333333,0.5,0.48148148148148145,0.65
246,0.8336499817318234,0,0.1111111111111111,0.2,0.6666666666666666,0.8,0.6,0.75
247,0.8213372305443917,0,0.25,0.4,0.8181818181818182,0.9,0.48148148148148145,0.65
248,0.8246255023748632,0,0.42857142857142855,0.6,0.3333333333333333,0.5,0.6,0.75
249,0.7897698209718671,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6,0.75
250,0.8373401534526855,0,0.25,0.4,0.42857142857142855,0.6,0.5384615384615384,0.7
251,0.7087687248812569,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.42857142857142855,0.6
252,0.8124588966021192,0,0.1111111111111111,0.2,0.5384615384615384,0.7,0.6666666666666666,0.8
253,0.8274753379612716,46,0.42857142857142855,0.6,0.5384615384615384,0.7,0.5384615384615384,0.7
254,0.7624771647789551,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6,0.75
255,0.781439532334673,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
256,0.7786262331019365,0,0.6666666666666666,0.8,0.5384615384615384,0.7,0.5384615384615384,0.7
