latency_budget_ms,peak_memory_budget_bytes,method,selected_count,risk_reduction,risk_reduction_std,residual_failure_probability,mitigation_ratio,used_latency_ms,used_peak_extra_memory_bytes
2.0,8388608,ilp,11,0.007264915578887627,0.0,0.01717575021282633,0.29724704068211716,1.9897555069851591,6553600
2.0,8388608,greedy,18,0.007039157089481649,0.0,0.017401508702232307,0.28801003824814436,1.9948582834349706,6553600
2.0,8388608,topk_dmr_compare_rerun,9,0.007117119513810065,0.0,0.01732354627790389,0.2911999032458011,1.9944404217721488,6553600
2.0,8388608,random_dmr_mean,16,0.0022030740103575483,0.001587643501662118,0.022237591781356408,0.09013968887477893,1.9889890090068192,1638400
4.0,8388608,ilp,21,0.009574598585887252,0.0,0.014866067205826703,0.3917486809681469,3.9947139657751647,6553600
4.0,8388608,greedy,22,0.009545778353197124,0.0,0.014894887438516831,0.39056948916806516,3.9426653583380316,6553600
4.0,8388608,topk_dmr_compare_rerun,9,0.007631449820279984,0.0,0.01680921597143397,0.31224394152418106,3.9917046797045463,6553600
4.0,8388608,random_dmr_mean,13,0.00310189578012675,0.0019061777427413016,0.021338770011587203,0.1269153551937352,3.9913176831165074,1638400
8.0,8388608,ilp,20,0.011828858068482787,0.0,0.012611807723231169,0.48398264471555796,7.998821365106333,6553600
8.0,8388608,greedy,26,0.011815925912788499,0.0,0.012624739878925456,0.4834535201898803,7.973019019072726,6553600
8.0,8388608,topk_dmr_compare_rerun,11,0.01088591917328793,0.0,0.013554746618426025,0.44540190787186124,7.998715917452085,6553600
8.0,8388608,random_dmr_mean,13,0.004897324226139803,0.0023601254215489505,0.019543341565574152,0.20037605635932093,7.997797703832069,1638400
16.0,8388608,ilp,31,0.015315736733825202,0.0,0.009124929057888753,0.6266497346818453,15.922766502154357,6553600
16.0,8388608,greedy,32,0.015315736733825198,0.0,0.009124929057888757,0.6266497346818451,15.936859299195175,6553600
